vertex,effect,t,p_uncorrected,q_fdr,significant
0,0.046918760605647904,1.9520266992551116,0.05334489931414321,0.4267591945131457,False
1,-0.008989389963497848,-0.3664894233056982,0.7146675165562486,0.9523241454055436,False
2,-0.007350235505317424,-0.3069733557656955,0.7594140316085988,0.9523241454055436,False
3,-0.05068700078988166,-1.877350948294334,0.06298184917383218,0.4650967323606069,False
4,-0.03286431552928273,-1.228921519477511,0.22158842178065996,0.8229663987624819,False
5,0.015863518791007974,0.6722279342398656,0.5027753585173844,0.8938228595864612,False
6,0.040570904979713086,1.440626164882583,0.15238406035072213,0.7699405154562803,False
7,-0.004286730883279464,-0.1597754090922938,0.8733358741822966,0.9523241454055436,False
8,-0.029846880042904762,-1.283835255834045,0.20175810150649523,0.8229663987624819,False
9,0.026631524014210567,1.0606594984427635,0.29104807716694,0.8436868316174408,False
10,-0.0175137272407086,-0.7254645279790459,0.4696281344217196,0.886789304142646,False
11,-0.0009894412394239357,-0.04105176477301027,0.9673252024095242,0.9879065896948334,False
12,0.06043211931239689,2.43988789065666,0.016205228329561908,0.4267591945131457,False
13,0.0476714324623145,2.0120457392947833,0.046532248683737294,0.4267591945131457,False
14,0.021734164970689154,0.9023619547333526,0.36873452005295426,0.8779942816016493,False
15,-0.02556265395320635,-0.9749862189218719,0.3315959290613172,0.8779942816016493,False
16,-0.0023177024960216825,-0.09552205588190295,0.9240649934594856,0.9642417323055501,False
17,0.0038906723582867193,0.1548774291781711,0.8771871105046507,0.9523241454055436,False
18,0.02415889188924777,0.9515236025475181,0.3433170531560148,0.8779942816016493,False
19,0.007233721723954384,0.26807880143341134,0.7891147873310564,0.9523241454055436,False
20,0.033005969775419315,1.1619719889512956,0.24763204389259338,0.8229663987624819,False
21,-0.006286936056154472,-0.24683626315737753,0.8054712514540381,0.9523241454055436,False
22,0.021438520857994713,0.8297157311399609,0.40840375938645435,0.8779942816016493,False
23,0.022083860729898996,0.8659490089408769,0.38830562159340276,0.8779942816016493,False
24,-0.004731057006993835,-0.17336411332867324,0.8626673880051685,0.9523241454055436,False
25,0.00573132287075034,0.2216214956112397,0.824998221941097,0.9523241454055436,False
26,0.008727757652706,0.3038633130755732,0.7617764037084358,0.9523241454055436,False
27,-0.0012034857403849825,-0.05589960858622361,0.9555179511856615,0.986341110901328,False
28,0.04093139130621521,1.6866477268747406,0.09435874593251042,0.6316617251432791,False
29,-0.015984751504470877,-0.71145639036588,0.47822973124936574,0.886789304142646,False
30,0.01425750376433036,0.5677173275087471,0.5713240985799224,0.9296120926046194,False
31,0.02161790561522792,0.729255752852564,0.4673151418460654,0.886789304142646,False
32,-0.06038085322939365,-2.2660014411510803,0.02530588862958338,0.4267591945131457,False
33,0.008556550394608866,0.29993123380899944,0.7647664099859589,0.9523241454055436,False
34,-0.007331300580521985,-0.28024929822944794,0.7797854143339419,0.9523241454055436,False
35,0.034259812042839094,1.2030890910048764,0.23139156135230587,0.8229663987624819,False
36,0.0031388084893795255,0.12248872922751272,0.9027239294990048,0.9523241454055436,False
37,0.06143224720501327,2.4564275026310654,0.015513949405734431,0.4267591945131457,False
38,-0.03037165191015434,-1.1027393984395473,0.27242291527316903,0.8229663987624819,False
39,0.007504499081728494,0.28247801761254143,0.7780804058353136,0.9523241454055436,False
40,0.008227407150855428,0.3191855149556119,0.7501599103775514,0.9523241454055436,False
41,0.004061907191028822,0.1579877519322355,0.8747411452056342,0.9523241454055436,False
42,0.06654116134307426,3.0271871536600554,0.0030418376202332475,0.2920164115423918,False
43,-0.014551152825666474,-0.5477457416039229,0.5849189288727539,0.9358702861964062,False
44,0.012141129749998213,0.486635389559086,0.6274349240844351,0.9523241454055436,False
45,0.03779681799700456,1.5245521905613264,0.13009260660046168,0.7066494685827505,False
46,0.013874383521573943,0.5848629218082007,0.5597757868645942,0.9292972002099125,False
47,-0.015805206656241123,-0.6356953799856276,0.5262271314113736,0.9084124911535395,False
48,0.011135296654626611,0.3889210225345662,0.6980475499401598,0.9523241454055436,False
49,0.0151876326867244,0.6300403718998375,0.5299072865062314,0.9084124911535395,False
50,-0.009929576261652919,-0.4313322422437889,0.6670273542310226,0.9523241454055436,False
51,0.01160833844528069,0.44069322515473436,0.6602552873945589,0.9523241454055436,False
52,0.043930364647130245,1.6170392344404887,0.10858608058655098,0.6515164835193059,False
53,0.018315066672361265,0.6931809184687153,0.4895815949954192,0.886789304142646,False
54,0.02876240313227427,1.193712931845933,0.23502579899111525,0.8229663987624819,False
55,-0.011407400053114506,-0.44760855198151334,0.6552704971901524,0.9523241454055436,False
56,0.047373253631794565,1.984806483516421,0.04952630496983811,0.4267591945131457,False
57,0.0501865820678299,2.1083638306591834,0.03715180890295366,0.4267591945131457,False
58,-0.013240940104567613,-0.4768339771431474,0.6343774064149655,0.9523241454055436,False
59,0.025640178090570533,1.1003764987901299,0.2734463622695493,0.8229663987624819,False
60,-0.011426519559574841,-0.44314852351204215,0.6584836652676986,0.9523241454055436,False
61,-0.036599980997155335,-1.5149834290901905,0.1324967753592657,0.7066494685827505,False
62,0.022159091707974105,0.8166304885343189,0.4158135550659111,0.8779942816016493,False
63,-0.03096560821438991,-1.2141563139122014,0.2271541064616183,0.8229663987624819,False
64,-0.01953573256305033,-0.7666383537868974,0.4448539679459187,0.886789304142646,False
65,-0.00036979077615963314,-0.014689108681941105,0.9883054427214606,0.9894100739977507,False
66,0.02994391196046587,1.0983594075345238,0.2743221329208273,0.8229663987624819,False
67,-0.023225999858519718,-0.8348390456424244,0.40552440788723854,0.8779942816016493,False
68,0.05142765289118602,2.0412709891749876,0.043492893688633086,0.4267591945131457,False
69,0.022888560961190442,0.8783442894757241,0.3815726165952996,0.8779942816016493,False
70,-0.044663271123338955,-1.664571804810437,0.09869714455363736,0.6316617251432791,False
71,-0.004816017527769726,-0.20115392756458955,0.8409305084203402,0.9523241454055436,False
72,0.02281820824225053,0.8620850699757672,0.3904193771043022,0.8779942816016493,False
73,0.014237547793055406,0.5823660384119957,0.5614503917934888,0.9292972002099125,False
74,0.06043194867958372,2.2245791683554734,0.028044489347295882,0.4267591945131457,False
75,0.03092343500240076,1.043675350419276,0.29880575286451033,0.8436868316174408,False
76,0.03207498296571168,1.302865357794456,0.1952011695489258,0.8229663987624819,False
77,0.018299409873366087,0.6940041477888281,0.4890671024379769,0.886789304142646,False
78,0.028314011363087865,1.121167714681126,0.2645321317032723,0.8229663987624819,False
79,0.009815667293472084,0.411604028600612,0.6813891997650785,0.9523241454055436,False
80,-0.003550340525541249,-0.1350187680284041,0.89283104005859,0.9523241454055436,False
81,-0.008411229155074867,-0.3259420519174934,0.7450554557971958,0.9523241454055436,False
82,0.003939196418659582,0.14254458288506744,0.886897162599797,0.9523241454055436,False
83,-0.016936430196364757,-0.695469282061648,0.4881521696151989,0.886789304142646,False
84,-0.006013067961943982,-0.2404609846185443,0.8103973589948863,0.9523241454055436,False
85,0.01991377074286933,0.8080678063226578,0.42070559326745693,0.8779942816016493,False
