map,network_label,network_name,n_network_voxels,n_encoded_voxels,n_positive_voxels,n_negative_voxels,voxel_pct_of_network,voxel_pct_of_global_encoded,positive_voxel_pct_of_network,negative_voxel_pct_of_network,sum_weight,sum_abs_weight,sum_positive_weight,sum_negative_weight,mean_weight,mean_nonzero_weight,mean_abs_weight,l2_norm,cosine_similarity_binary_network,dice_coefficient_binary_network,abs_weight_contribution_pct_global,positive_weight_contribution_pct_global,l2_contribution_pct_global,map_normalization
negWeights,1,visual,8717,894,894,0,10.25582195709533,16.641846612062544,10.25582195709533,0.0,71.79925309121609,71.79925309121609,71.79925309121609,0.0,0.008236693024115647,0.08031236363670703,0.008236693024115647,2.451596738989362,0.1071875355384299,0.12690751650223578,14.30448065691089,14.30448065691089,34.17093932572001,none
negWeights,2,som/motor,11926,458,458,0,3.8403488177092067,8.525688756515263,3.8403488177092067,0.0,39.316505797207355,39.316505797207355,39.316505797207355,0.0,0.0032967051649511452,0.08584389912054008,0.0032967051649511452,1.8408385922781134,0.05018054725659217,0.0529540987397387,7.832981158717398,7.832981158717398,25.658046792438732,none
negWeights,3,dAttn,6835,183,183,0,2.6773957571324067,3.4065524944154872,2.6773957571324067,0.0,17.570358268916607,17.570358268916607,17.570358268916607,0.0,0.002570644955218231,0.0960128867153913,0.002570644955218231,1.3200695329830654,0.0296223316468695,0.02998279675595969,3.500521790573615,3.500521790573615,18.399443595234615,none
negWeights,4,vAttn,7213,818,818,0,11.340634964647165,15.227103499627697,11.340634964647165,0.0,70.79483506828547,70.79483506828547,70.79483506828547,0.0,0.00981489464415437,0.08654625313971329,0.00981489464415437,2.476500150029507,0.11618538207701976,0.1299960270162892,14.104371636804363,14.104371636804363,34.51804900086466,none
negWeights,5,limbic,4402,138,138,0,3.1349386642435255,2.568875651526433,3.1349386642435255,0.0,16.283974394202232,16.283974394202232,16.283974394202232,0.0,0.003699221806951893,0.11799981445074081,0.003699221806951893,1.3861839549772887,0.034209228032846505,0.028238182934315525,3.2442370458028504,3.2442370458028504,19.320962157643443,none
negWeights,6,control,7341,1449,1449,0,19.73845525132816,26.973194341027547,19.73845525132816,0.0,120.33593105524778,120.33593105524778,120.33593105524778,0.0,0.01639230773126928,0.08304757146669964,0.01639230773126928,3.2018161357938597,0.19576073762659296,0.22795563596318727,23.974385860592513,23.974385860592513,44.62767598288848,none
negWeights,7,default,12133,1432,1432,0,11.802522047308992,26.656738644825015,11.802522047308992,0.0,165.8345485329628,165.8345485329628,165.8345485329628,0.0,0.013668058067498788,0.11580624897553268,0.013668058067498788,4.69316323196084,0.20984508242940483,0.16361039702942018,33.03902185059817,33.03902185059817,65.41442705260907,none
posWeights,1,visual,8717,887,0,887,10.175519100608007,15.958978049658148,0.0,10.175519100608007,-93.30387562513351,93.30387562513351,0.0,-93.30387562513351,-0.01070366819148027,-0.10519038965629483,0.01070366819148027,3.3729768553649735,0.11744379036783822,0.12427320490367774,15.44441822877844,0.0,39.63941710858665,none
posWeights,2,som/motor,11926,182,0,182,1.526077477779641,3.2745591939546594,0.0,1.526077477779641,-15.010732784867287,15.010732784867287,0.0,-15.010732784867287,-0.001258656111426068,-0.08247655376300707,0.001258656111426068,1.1851766122614422,0.0161535652333902,0.02081903454587051,2.4846988776903203,0.0,13.928263399153842,none
posWeights,3,dAttn,6835,1153,0,1153,16.869056327724945,20.744872256207266,0.0,16.869056327724945,-128.69726060330868,128.69726060330868,0.0,-128.69726060330868,-0.018829152977806685,-0.11161948014163806,0.018829152977806685,4.0167033555223455,0.18294221867965088,0.18607278302267408,21.30301988356173,0.0,47.20452779204779,none
posWeights,4,vAttn,7213,186,0,186,2.578677388049355,3.3465275278877287,0.0,2.578677388049355,-20.585572205483913,20.585572205483913,0.0,-20.585572205483913,-0.002853954277760143,-0.11067511938432212,0.002853954277760143,1.612917362094945,0.028485173937286497,0.02912849424477331,3.40749175197786,0.0,18.95509717953422,none
posWeights,5,limbic,4402,331,0,331,7.519309404815993,5.955379632961496,0.0,7.519309404815993,-40.3311762958765,40.3311762958765,0.0,-40.3311762958765,-0.009162011880026466,-0.12184645406609215,0.009162011880026466,2.2766832691019987,0.0714380790771052,0.06646586345381525,6.675945133026414,0.0,26.75571211955726,none
posWeights,6,control,7341,327,0,327,4.4544340008173275,5.883411299028427,0.0,4.4544340008173275,-29.95258367061615,29.95258367061615,0.0,-29.95258367061615,-0.004080177587606069,-0.09159811520066101,0.004080177587606069,1.7094821435037793,0.041083797169333684,0.05070160477556399,4.957995861823168,0.0,20.089932019025014,none
posWeights,7,default,12133,2492,0,2492,20.539025797412016,44.83627204030226,0.0,20.539025797412016,-276.24563767015934,276.24563767015934,0.0,-276.24563767015934,-0.02276812310806555,-0.11085298461884403,0.02276812310806555,5.725641194340802,0.2947306000240535,0.28172517099089933,45.7264302631419,0.0,67.28806311124922,none
