age,sex,fit,ci_low,ci_high
7.108878837380161,0,0.2681665297721404,0.1281967394667576,0.45087926541816986
7.16560964079685,0,0.2657133118376134,0.12837877910885612,0.44043261543083556
7.222340444213539,0,0.26328508248972715,0.12856081927050764,0.4301463321866717
7.279071247630228,0,0.2608818258415141,0.128742859950511,0.4200732696453971
7.335802051046917,0,0.2585035260060068,0.12892490114766514,0.4110596101180464
7.392532854463607,0,0.2561501670962375,0.1291069428607689,0.40216375355913275
7.449263657880295,0,0.2538217332252388,0.1292889850886212,0.39377207267634223
7.505994461296985,0,0.2515182085060429,0.1294710278300208,0.3854816293400409
7.5627252647136745,0,0.24923957705168243,0.12965307108376664,0.37729232055212364
7.619456068130363,0,0.24698582297518987,0.12983511484865756,0.3692040433144861
7.676186871547053,0,0.24475693038959745,0.13001715915023138,0.36127455565054634
7.732917674963741,0,0.24255288340793763,0.13019920432744259,0.3534683757509526
7.789648478380431,0,0.24037366614324288,0.13038125048203,0.34620802593294
7.84637928179712,0,0.23821926270854576,0.1305632976123981,0.3394704554990364
7.903110085213809,0,0.23608965721687844,0.13074534571695146,0.3328158656535659
7.959840888630499,0,0.2339848337812736,0.13092739479409454,0.3262442524206473
8.016571692047188,0,0.2319047765147634,0.13110944484223183,0.31975561182439993
8.073302495463876,0,0.22984946953038057,0.13129149585976785,0.31334993988894255
8.130033298880566,0,0.22781889694115728,0.13147354784510712,0.3070272326383941
8.186764102297255,0,0.22581304286012605,0.13165560079665417,0.3007874860968732
8.243494905713945,0,0.22383189140031942,0.13183765471281347,0.2946306962884998
8.300225709130633,0,0.22187542667476967,0.13201970959198955,0.288556859237392
8.356956512547322,0,0.21994363279650928,0.13220176543258694,0.2825659709676691
8.413687315964012,0,0.21803649387857066,0.1323838222330101,0.2766631367283977
8.470418119380701,0,0.21615399403398614,0.13256587999166358,0.2708550666530437
8.527148922797391,0,0.2142961173757884,0.1327479387069519,0.2658210835279913
8.583879726214079,0,0.21246284801700968,0.1303748411691048,0.2612295148643214
8.640610529630768,0,0.21065417007068246,0.12762944884431593,0.25670511802585294
8.697341333047458,0,0.20887006764983915,0.1249457414707565,0.25224791389492124
8.754072136464147,0,0.20711052486751216,0.12232352915883912,0.24785792335386048
8.810802939880837,0,0.20537552583673405,0.11976262201897701,0.24353516728500635
8.867533743297525,0,0.20366505467053708,0.11726283016158309,0.23927966657069363
8.924264546714214,0,0.20197909548195375,0.11482396369706979,0.23524600740771445
8.980995350130904,0,0.2003176323840164,0.11244583273585054,0.23313574747989707
9.037726153547593,0,0.1986806494897576,0.11012824738833783,0.23105722543691368
9.094456956964283,0,0.1970681309122097,0.10787101776494473,0.2290104638577929
9.15118776038097,0,0.19548006076440522,0.10567395397608402,0.22699548532156297
9.20791856379766,0,0.1939164231593764,0.10353686613216875,0.2251163664665118
9.26464936721435,0,0.19237720221015575,0.10145956434361163,0.22329350834190556
9.321380170631038,0,0.1908623820297759,0.09920127461265503,0.22150040449970435
9.378110974047729,0,0.18937194673126895,0.09696134176399157,0.21973707540930437
9.434841777464417,0,0.1879058804276676,0.09478685851386832,0.21800354154010243
9.491572580881106,0,0.18646416723200399,0.09267761498439887,0.21629982336149453
9.548303384297796,0,0.18504679125731077,0.0906334012976982,0.2154842384496923
9.605034187714484,0,0.1836537366166205,0.08865400757588038,0.21478387974171612
9.661764991131173,0,0.18228498742296523,0.08673922394106005,0.21409496008570703
9.718495794547863,0,0.18094052778937758,0.0848888405153514,0.21341747559681257
9.775226597964553,0,0.17962034182889003,0.08310264742086879,0.2127514223901803
9.831957401381242,0,0.17832441365453489,0.08138043477972655,0.2120967965809577
9.88868820479793,0,0.1770527273793447,0.0797219927140393,0.21145359428429233
9.94541900821462,0,0.17580526711635192,0.07594427269087231,0.21082181161533167
10.002149811631309,0,0.17458201697858883,0.07213922500509501,0.21020144468922322
10.058880615047999,0,0.17338296107908785,0.06844984448176054,0.2095924896211145
10.115611418464688,0,0.17220808353088152,0.06487583008668694,0.20899494252615308
10.172342221881376,0,0.1710573684470023,0.06141688078569148,0.20840879951948643
10.229073025298066,0,0.1699307999404825,0.0580726955445911,0.20783405671626204
10.285803828714755,0,0.1688283621243546,0.05484297332920382,0.20727071023162746
10.342534632131445,0,0.16775003911165098,0.051727413105346384,0.20671875618073018
10.399265435548134,0,0.1666958150154042,0.04872571383883703,0.2061781906787178
10.455996238964822,0,0.1656656739486465,0.04583757449549283,0.2056490098407377
10.512727042381512,0,0.16465960002441055,0.04306269404113128,0.2051312097819375
10.569457845798201,0,0.16367757735572852,0.04040077144156973,0.2046247866174646
10.62618864921489,0,0.16271959005563302,0.03785150566262522,0.20412973646246668
10.68291945263158,0,0.16178562223715637,0.035414595670115956,0.20364605543209113
10.739650256048268,0,0.16087565801333092,0.03308974042985872,0.2031737396414855
10.796381059464958,0,0.15998968149718934,0.030876638907671672,0.2027127852057973
10.853111862881647,0,0.15912767680176387,0.028774990069371537,0.20226318824017403
10.909842666298335,0,0.15828962804008717,0.026784492880776223,0.20182494485976327
10.966573469715026,0,0.15747551932519133,0.02490484630770259,0.20139805117971243
11.023304273131714,0,0.15668533477010893,0.023135749315968897,0.20098250331516912
11.080035076548404,0,0.15591905848787252,0.02147690087139195,0.2005782973812808
11.136765879965093,0,0.1551766745915144,0.01992799993978958,0.200185429493195
11.193496683381781,0,0.15445816719406696,0.018488745486978604,0.19980389576605925
11.250227486798472,0,0.15376352040856273,0.01715883647877677,0.19943369231502103
11.30695829021516,0,0.153092718348034,0.015937971881001864,0.19907481525522788
11.36368909363185,0,0.15244574512551345,0.014825850659471153,0.1987272607018273
11.42041989704854,0,0.15182258485403322,0.013822171780001908,0.19839102476996684
11.477150700465227,0,0.15122322164662594,0.01292663420841142,0.198066103574794
11.533881503881917,0,0.15064763961632394,0.012138936910517612,0.19775249323145627
11.590612307298606,0,0.1500958228761597,0.011458778852137287,0.19745018985510115
11.647343110715296,0,0.14956775553916557,0.0108858589990884,0.19715918956087622
11.704073914131985,0,0.1490634217183741,0.010419876317188326,0.19687948846392894
11.760804717548673,0,0.14858280552681752,0.01006052977225444,0.19661108267940686
11.817535520965363,0,0.14812589107752855,0.009807518330103893,0.19635396832245744
11.874266324382052,0,0.14769266248353935,0.009660540956554761,0.19610814150822825
11.93099712779874,0,0.1472831038578825,0.009619296617423712,0.1958735983518668
11.987727931215431,0,0.1468971993135902,0.009683484278528288,0.19565033496852055
12.04445873463212,0,0.1465349329636953,0.009852802905686577,0.1954383474733371
12.101189538048809,0,0.14619628892122982,0.010126951464715574,0.1952376319814639
