roi,roi_label,beta_brain_delta,beta_interaction_M_nn,beta_interaction_M_conv,beta_interaction_M_div,window_index,window_start,window_end,window_center,n_subjects,n_pairs,coupling_mean,coupling_sd,coupling_se,ci_low,ci_high
V_2,Tian_2,0.7988589612144001,-0.2339713982664239,0.7562882360211137,0.425072735888778,1,8.0,10.5,9.25,7,21,0.27973325458546194,0.20256744647413183,0.04420384080007736,0.18752565844774233,0.37194085072318156
V_2,Tian_2,0.7988589612144001,-0.2339713982664239,0.7562882360211137,0.425072735888778,2,8.833333333333334,11.333333333333334,10.083333333333334,7,21,0.6654541736676074,0.139236967617341,0.030383997316313346,0.6020742658839545,0.7288340814512603
V_2,Tian_2,0.7988589612144001,-0.2339713982664239,0.7562882360211137,0.425072735888778,3,9.666666666666666,12.166666666666666,10.916666666666666,7,21,0.8490298933542019,0.09981644061941018,0.021781733082833904,0.8035939943253093,0.8944657923830944
V_2,Tian_2,0.7988589612144001,-0.2339713982664239,0.7562882360211137,0.425072735888778,4,10.5,13.0,11.75,7,21,0.9728391960148531,0.059867297209710506,0.01306411529123414,0.945587929046472,1.0000904629832341
V_2,Tian_2,0.7988589612144001,-0.2339713982664239,0.7562882360211137,0.425072735888778,5,11.333333333333334,13.833333333333334,12.583333333333334,6,15,1.0497620344105636,0.018981916144370756,0.004901109673750243,1.0392501996262833,1.060273869194844
V_2,Tian_2,0.7988589612144001,-0.2339713982664239,0.7562882360211137,0.425072735888778,6,12.166666666666668,14.666666666666668,13.416666666666668,6,15,1.052151231425522,0.015352053165325275,0.003963883082626377,1.0436495477574457,1.0606529150935982
V_2,Tian_2,0.7988589612144001,-0.2339713982664239,0.7562882360211137,0.425072735888778,7,13.0,15.5,14.25,7,21,1.0497946164789116,0.022518511207539733,0.00491394200696487,1.0395443130703987,1.0600449198874244
V_2,Tian_2,0.7988589612144001,-0.2339713982664239,0.7562882360211137,0.425072735888778,8,13.833333333333334,16.333333333333336,15.083333333333336,7,21,1.0451191572289293,0.032824169046316125,0.007162820918036671,1.0301777746145937,1.060060539843265
V_2,Tian_2,0.7988589612144001,-0.2339713982664239,0.7562882360211137,0.425072735888778,9,14.666666666666668,17.166666666666668,15.916666666666668,7,21,1.0507064291120354,0.04173775280542292,0.009107924360390762,1.0317076318157983,1.0697052264082725
V_2,Tian_2,0.7988589612144001,-0.2339713982664239,0.7562882360211137,0.425072735888778,10,15.5,18.0,16.75,7,21,1.0650659149477701,0.05956100389441289,0.012997276610176509,1.0379540710249386,1.0921777588706016
